CODIGO|NOME|ESTADO
0129|COOPERATIVA DE ENERGIZAÇÃO E DESENVOLVIMENTO AGROPECUÁRIO DE AREIA LTDA.|PB
0140|COOPERATIVA DE ENERGIZAÇÃO E DESENVOLVIMENTO RURAL DE BANANEIRAS LTDA.|PB
0143|COOPERATIVA DE ENERGIZAÇÃO E DESENVOLVIMENTO RURAL DO MÉDIO PARAIBA - NATUBA|PB
0205|ENERGISA BORBOREMA-FIDC|PB
0208|ENERGISA PARAÍBA-FIDC|PB
0054|SAELPA - CIA.  DE ELETRIFICAÇÃO DA PARAÍBA|PB
0149|SAELPA - CIA.  DE ELETRIFICAÇÃO DA PARAÍBA - CORPORATIVA|PB
0214|COMPANHIA PERNAMBUCANA DE GÁS - COPERGÁS |PE
0011|CELPE - CIA. ELETRICIDADE DE PERNAMBUCO|PE
0197|MINASGAS S.A. INDÚSTRIA E COMÉRCIO - RECIFE |PE
0017|CEPISA - CENTRAIS ELÉTRICAS DO PIAUÍ  |PI
0059|CERPA - COOPERATIVA ELETRIFICAÇÃO DE PALOTINA  |PR
0025|CIA. FORÇA E LUZ DO OESTE|PR
0029|COCEL - CIA. CAMPO LARGUENSE ELETRICIDADE|PR
0077|COMPAGÁS - COMPANHIA PARANAENSE DE GÁS|PR
0136|COOPERATIVA DE ELETRIFICAÇÃO RURAL CASTROLANDA LTDA|PR
0158|COOPERATIVA DE ELETRIFICAÇÃO RURAL DE ARAPOTI|PR
0152|COOPERATIVA DE ELETRIFICAÇÃO RURAL DE CHOPINZINHO LTDA.|PR
0058|COOPERATIVA ELETRIFICAÇÃO RURAL DE APUCARANA|PR
0037|COPEL - CIA. PARANAENSE DE ENERGIA|PR
0114|COPEL COMERCIALIZAÇÃO S.A|PR
0111|COPEL DISTRIBUIÇÃO S.A|PR
0112|COPEL GERAÇÃO S.A|PR
0113|COPEL TRANSMISSÃO S.A|PR
0056|CEG - CIA. ESTADUAL DE GÁS|RJ
0100|CEG RIO S.A|RJ
0016|CENF - CIA. ENERGÉTICA NOVA FRIBURGO|RJ
0146|CENF - CIA. ENERGÉTICA NOVA FRIBURGO - CORPORATIVA|RJ
0196|CERES - COOPERATIVA DE ELETRIFICAÇÃO RURAL DE RESENDE LTDA|RJ
0019|CERJ - CIA. ELETRICIDADE DO RIO DE JANEIRO|RJ
0034|COOPERATIVA  ELETRIFICAÇÃO RURAL CAC. ITABORAÍ  |RJ
0053|LIGHT - SERVIÇOS DE ELETRICIDADE  |RJ
0188|PETROBRAS DISTRIBUIDORA S.A.|RJ
0192|SUPERGASBRAS ENERGIA LTDA|RJ
0021|CERPAL COOPERATIVA ENERGIA DESENVOLVIMENTO RURAL DO AGRESTE POTIGUAR|RN
0151|COOPERATIVA DE ENERGIA E DESENVOLVIMENTO RURAL DO SERIDÓ|RN
0175|COOPERATIVA DE ENERGIA E DESENVOLVIMENTO RURAL DO VALE DO AÇU LTDA|RN
0038|COSERN - CIA. SERV. ELETR. DO RIO GRANDE DO NORTE|RN
0020|CERON - CENTRAIS ELETRICIDADE DE RONDÔNIA  |RO
0131|CER - COMPANHIA ENERGÉTICA DE RORAIMA|RR
0075|ELETRONORTE - BOA VISTA|RR
0086|AES SUL|RS
0150|AES SUL DISTRIBUIDORA GAÚCHA DE ENERGIA S.A|RS
0006|CEEE - CIA. EST. DE ENERGIA ELÉTRICA DO RIO GRANDE DO SUL|RS
0092|CERILUZ – COOPERATIVA REGIONAL DE ENERGIA E DESENVOLVIMENTO IJUÍ LTDA.|RS
0071|CERTEL - COOPERATIVA REGIONAL DE ELETRIFICAÇÃO TEUTÔNIA LTDA.|RS
0070|CIA. CENTRO-OESTE DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA|RS
0165|COMPANHIA ESTADUAL DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA - FILIAL GERAÇÃO|RS
0166|COMPANHIA ESTADUAL DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA - FILIAL TRANSMISSÃO|RS
0065|COOPERATIVA  REGIONAL  DE ELETRIFICAÇÃO RURAL DAS MISSÕES|RS
0186|COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ENTRE RIOS LTDA (CERTHIL) - TRÊS DE MAIO|RS
0179|COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA TEUTONIA|RS
0121|COOPERATIVA DE ELETRIFICAÇÃO CENTRO JACUÍ|RS
0177|COOPERATIVA DE ELETRIFICAÇÃO RURAL VALE DO JAGUARI - CERVALE |RS
0172|COOPERATIVA DE ENERGIA E DESENVOLVIMENTO RURAIS FONTOURA XAVIER LTDA - CERFOX|RS
0094|COOPERATIVA DE ENERGIA E DESENVOLVIMENTO RURAL DO MÉDIO URUGUAI LTDA.|RS
0118|COOPERATIVA DE ENERGIA E DESENVOLVIMENTO RURAL ENTRE RIOS LTDA.|RS
0124|COOPERATIVA DISTRIBUIDORA DE ENERGIA FRONTEIRA NOROESTE-COOPERLUZ|RS
0036|COOPERATIVA PERMISSIONÁRIA DE SERVIÇO PÚBLICO DE ENERGIA E DESENVOLVIMENTO RURAL TAQUARI - JACUÍ - CERTAJA|RS
0133|COOPERATIVA REGIONAL DE ELETRIFICAÇÃO RURAL DO ALTO URUGUAI LTDA.|RS
0135|COOPERATIVA REGIONAL DE ELETRIFICAÇÃO RURAL FRONTEIRA DO SUL LTDA|RS
0097|COOPERATIVA REGIONAL DE ENERGIA E DESENVOLVIMENTO DO LITORAL NORTE LTDA. – COOPERNORTE|RS
0101|COPREL COOPERATIVA DE ENERGIA|RS
0168|COPREL COOPERATIVA DE GERAÇÃO DE ENERGIA E DESENVOLVIMENTO|RS
0191|COSEL - COOPERATIVA SUDESTE DE ELETRIFICAÇÃO RURAL LTDA|RS
0067|DEPARTAMENTO MUNICIPAL DE ENERGIA DE IJUÍ|RS
0046|ELETROCAR - CENTRAIS ELÉTRICAS CARAZINHO  |RS
0066|HIDROELÉTRICA PANAMBI |RS
0087|MUXFELDT, MARIN & CIA. LTDA – TAPEJARA E IBIAÇÁ|RS
0089|RGE – RIO GRANDE DE ENERGIA|RS
0069|RGE – RIO GRANDE ENERGIA|RS
0190|TRANSMISSORA PORTO ALEGRENSE DE ENERGIA|RS
0099|USINA HIDRO ELÉTRICA NOVA PALMA LTDA. - FAXINAL DO SOTURNO|RS
0008|CELESC - CENTRAIS ELÉTRICAS DE SANTA CATARINA|SC
0213|CELESC DISTRIBUIÇÃO - FIDC|SC
0162|CELESC DISTRIBUIÇÃO S.A.|SC
0161|CELESC GERAÇÃO S.A |SC
0164|CERAÇA COOPERATIVA DE INFRA ESTRUTURA|SC
0105|CERAL - COOPERATIVA DE ELETRIFICAÇÃO RURAL DE ANITÁPOLIS DE RESPONSABILIDADE LIMITADA|SC
0193|CODESAM - COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ELETRICA SANTA MARIA|SC
0074|COOPERATIVA ALIANÇA LTDA. - COOPERALIANÇA |SC
0181|COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA DE SANTA MARIA|SC
0183|COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA SALTO DONNER - CERSAD DISTRIBUIDORA |SC
0174|COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA VALE ARAÇÁ LTDA.|SC
0157|COOPERATIVA DE ELETRICIDADE GRÃO PARÁ|SC
0083|COOPERATIVA DE ELETRICIDADE PRAIA GRANDE - CEPRAG|SC
0134|COOPERATIVA DE ELETRIFICAÇÃO RUAL DE TREVISO|SC
0078|COOPERATIVA DE ELETRIFICAÇÃO RURAL ANITA GARIBALDI LTDA|SC
0076|COOPERATIVA DE ELETRIFICAÇÃO RURAL DE ARMAZÉM|SC
0132|COOPERATIVA DE ELETRIFICAÇÃO RURAL DE BRAÇO DO NORTE |SC
0091|COOPERATIVA DE ELETRIFICAÇÃO RURAL DE GRAVATAL|SC
0084|COOPERATIVA DE ELETRIFICAÇÃO RURAL DE LAURO MULLER LTDA.|SC
0081|COOPERATIVA DE ELETRIFICAÇÃO RURAL DE MORRO DA FUMACA LTDA.|SC
0079|COOPERATIVA DE ELETRIFICAÇÃO RURAL DE PAULO LOPES – CERPALO|SC
0103|COOPERATIVA DE ELETRIFICAÇÃO RURAL DE SÃO LUDGERO LTDA.|SC
0107|COOPERATIVA DE ELETRIFICAÇÃO RURAL SALTO DONNER LTDA.|SC
0102|COOPERATIVA DE ELETRIFICAÇÃO RURAL SUL CATARINENSE LTDA. - CERSUL|SC
0126|COOPERATIVA ENERGIA ELÉTRICA SANTA MARIA|SC
0156|COOPERATIVA MISTA COCAL DO SUL|SC
0095|COOPERATIVA MISTA PIONEIRA - FORQUILHINHA|SC
0085|COOPERATIVA REGIONAL SUL DE ELETRIFICAÇÃO RURAL DE TREZE DE MAIO LTDA.|SC
0082|COPERATIVA DE ELETRIFICAÇÃO RURAL NO NÚCLEO COLONIAL SENACOR ESTEVES JUNIOR LTDA.|SC
0117|ECTE - EMPRESA CATARINENSE DE TRANSMISSÃO DE ENERGIA S.A|SC
0106|EMPRESA FORÇA E LUZ DE URUSSANGA|SC
0167|EMPRESA FORÇA E LUZ JOÃO CESAR LTDA - SIDERÓPOLIS|SC
0068|HIDRELÉTRICA XANXERÊ LTDA.|SC
0090|CIA. SUL SERGIPANA DE ELETRICIDADE – SULGIPE|SE
0144|COOPERATIVA DE ELETRIFICAÇÃO E DESENVOLVIMENTO RURAL C. SUL DE SERGIPE LTDA.|SE
0049|ENERGIPE - EMPRESA DISTRIB. DE ENERGIA DE SERGIPE|SE
0148|ENERGIPE - EMPRESA DISTRIB. DE ENERGIA DE SERGIPE - CORPORATIVA|SE
0209|ENERGISA SERGIPE-FIDC|SE
0155|CAIUÁ – SERVIÇOS DE ELETRICIDADE - FDIC|SP
0001|CAIUÁ DISTRIBUIÇÃO DE ENERGIA S.A|SP
0211|CEDRAP-COOPERATIVA DE ELETRIFICAÇÃO DA REGIA DO ALTO PARAÍBA|SP
0122|CERIM - COOPERATIVA DE ELETRIFICAÇÃO RURAL ITÚ - MAIRINQUE|SP
0018|CERIPA - COOPERATIVA DE ELETRIFICAÇÃO RURAL ITAI – PARANAPANEMA - AVARÉ|SP
0109|CERIS - COOPERATIVA DE ELETRIFICAÇÃO RURAL DA REGIÃO DE ITAPECERICA DA SERRA|SP
0060|CERT - COOPERATIVA DE ELETRIFICAÇÃO RURAL DE TUPÃ|SP
0064|CERVAM - COOPERATIVA  ELETRIFICAÇÃO RURAL VALE MOGI|SP
0052|CIA. JAGUARI DE ENERGIA|SP
0187|CLAYTON GÁS|SP
0026|CLFM - CIA. LUZ E FORÇA DE MOCÓCA|SP
0027|CLFSC - CIA. LUZ E FORÇA SANTA CRUZ|SP
0171|CMS ENERGY|SP
0028|CNEE - CIA. NACIONAL DE ENERGIA ELÉTRICA|SP
0057|COMGÁS - CIA DE GÁS DE SÃO PAULO|SP
0110|COMPANHIA PIRATININGA DE FORÇA E LUZ S/A |SP
0063|COOP. ELETRIFICAÇÃO RURAL REGIÃO SÃO JOSÉ  DO RIO PRETO|SP
0185|COOPERATIVA DE ELETRIFICACAO DE IBIUNA E REGIAO|SP
0080|COOPERATIVA DE ELETRIFICAÇÃO RURAL DA MÉDIA SOROCABANA – CERMESO|SP
0125|COOPERATIVA DE ELETRIFICAÇÃO RURAL DA REGIÃO DE SÃO JOSÉ DO RIO PRETO|SP
0072|COOPERATIVA DE ELETRIFICAÇÃO RURAL DE MOGI DAS CRUZES|SP
0119|COOPERATIVA DE ENERGIA E DESENVOLVIMENTO RURAL VALO DO MOGI|SP
0032|COOPERATIVA ELETRIFICAÇÃO DE FRANCA|SP
0033|COOPERATIVA ELETRIFICAÇÃO E TELEFONE RURAL IBIÚNA|SP
0061|COOPERATIVA ELETRIFICAÇÃO RURAL REGIÃO MOGI MIRIM|SP
0035|COOPERATIVA ELETRIFICAÇÃO RURAL REGIÃO OSWALDO CRUZ|SP
0062|COOPERATIVA ELETRIFICAÇÃO RURAL REGIÃO PROMISSÃO|SP
0039|CPEE - CIA. PAULISTA DE ENERGIA ELÉTRICA|SP
0040|CPFL - CIA. PAULISTA DE FORÇA E LUZ|SP
0198|DISK GÁS NATURAL ENCANADO - CARAGUATATUBA|SP
0042|EEB - EMPRESA ELÉTRICA BRAGANTINA|SP
0022|ELEKTRO - ELETRICIDADE E SERVIÇOS S.A|SP
0048|ELETROPAULO - METROPOLITANA DE ELETRICIDADE DE SÃO PAULO  |SP
0108|ELETROPAULO - METROPOLITANA DE ELETRICIDADE DE SÃO PAULO  - CÓDIGO DE MOEDA "7"|SP
0153|EMBÚ INDIVIDUALIZADORA, ADMINISTRADORA DE SERVIÇOS DE GLP LTDA.|SP
0073|EMPRESA BANDEIRANTE DE ENERGIA |SP
0043|EMPRESA DE DISTRIBUIÇÃO DE ENERGIA VALE PARANAPANEMA|SP
0178|EMPRESA LIQUIGÁS DISTRIBUIDORA S.A.|SP
0203|ENERGISA BRAGANTINA-FIDC|SP
0200|ENERGISA CAIUÁ - FIDC|SP
0201|ENERGISA NACIONAL - FIDC|SP
0202|ENERGISA VALE PARANAPANEMA-FIDC|SP
0194|FRIGOLIDER GÁS NATURAL - FRIGOLIDER DO VALE COMERCIO DE CRANE LTDA|SP
0123|GÁS BRASILIANO DISTRIBUIDORA LTDA.|SP
0116|GÁS NATURAL SPS S.A.|SP
0195|ROMÃO DISTRIBUIDORA DE GAS|SP
0055|SUL PAULISTA - CIA. SUL PAULISTA DE ENERGIA ELÉTRICA|SP
0137|ULTRAGAZ - GRANDE SÃO PAULO|SP
0173|CELTINS - CIA. DE ENERGIA ELÉTRICA DO ESTADO DE TOCANTINS - FDIC|TO
0012|CELTINS - CIA. ENERGIA ELÉTRICA DO ESTADO DE TOCANTIS|TO
0093|CELTINS - CIA. ENERGIA ELÉTRICA DO ESTADO DE TOCANTIS - BID|TO
0204|ENERGISA TOCANTINS-FIDC|TO
