CODIGO|NOME|ESTADO
0027|BRASIL TELECOM - FILIAL SANTA CATARINA|SC
0157|BRASIL TELECOM CELULAR - SANTA CATARINA|SC
0419|CPNET TELECON - COMÉRCIO E SERVIÇOS DE TELECOMUNICAÇÕES LTDA - ME|SC
0237|DR EMPRESA DE DISTR. E RECEPÇÃO DE TV LTDA - CHAPECÓ |SC
0247|DR EMPRESA DE DISTR. E RECEPÇÃO DE TV LTDA. - BLUMENAU|SC
0390|ENGEPLUS TELECOM LTDA - CRICIÚMA|SC
0277|GLOBAL TELECOM S/A|SC
0340|NET BLUMENAU|SC
0341|NET CHAPECÓ|SC
0384|NET CRICIÚMA|SC
0243|NET FLORIANÓPOLIS S.A|SC
0244|NET JOINVILLE LTDA;|SC
0391|NETSYSTEM INFORMATICA LTDA (PRESTAÇÃO SERVIÇO REDE INTERNET) - ARARANGUÁ|SC
0172|PEGASUS|SC
0142|TELEMAR SANTA CATARINA|SC
0143|TELEMAR SANTA CATARINA - CORPORATIVO|SC
0059|TELESC CELULAR|SC
0245|TELEVISÃO A CABO CRICIÚMA LTDA.|SC
0217|TNL PCS S/A - OI|SC
0462|TPA TELECOMUNICAÇÕES LTDA (UNIFIQUE)|SC
0276|VIVO|SC
0187|PEGASUS|SE
0023|TELEMAR - SE (TELERGIPE)|SE
0095|TELEMAR SE CORPORATIVO|SE
0042|TELERGIPE CELULAR|SE
0218|TNL PCS S/A - OI|SE
0312|614 INTERIOR LINHA S.A.|SP
0289|614 TVH VALE S.A - SÃO JOSÉ DOS CAMPOS|SP
0374|AJATO TELECOMUNIÇÃO LTDA|SP
0397|ALICANCA TELECOM INTERNET E INFORMATICA LTDA|SP
0428|AVA TELECOMUNICAÇÕES LTDA - SÃO PAULO|SP
0443|BCMG INTERNET (BIGNET) -  SANTOS|SP
0162|BCP GSM|SP
0038|BCP S.A. - TELEFONIA CELULAR|SP
0406|CANEJO INFORMATICA - MAUÁ|SP
0449|CEDNET PROVEDOR DE INTERNET - CHAVANTES|SP
0001|CETERP - CENTRAL TELEFÔNICA DE RIBEIRÃO PRETO|SP
0063|CETERP CELULAR|SP
0463|CLARO S/A (ÂMBITO NACIONAL)|SP
0371|COMERCIAL CABO TV SÃO PAULO S/A|SP
0003|CTBC - CIA. TELEFÔNICA BORDA DO CAMPO|SP
0377|DTH INTERACTIVE TELECOMUNICAÇÕES LTDA|SP
0078|EMBRATEL - EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES - EBT LIVRE S.P - RESIDENCIAL|SP
0125|EMBRATEL - EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES - EBT LIVRE SP - CORPORATIVO|SP
0375|EMPRESA BT COMMUNICATIONS DO BRASIL LTDA|SP
0274|EPSILON INFORMÁTICA E TELECOMUNICAÇÕES LTDA|SP
0404|F ALVES ELETRONICA|SP
0445|FD INFORMÁTICA - LARANJAL PAULISTA|SP
0430|HUGHES TELECOMUNICAÇÕES DO BRASIL LTDA - BARUERI|SP
0114|IDT BRASIL TELECOMUNICAÇÕES LTDA.|SP
0450|IMUNIDADE DIGITAL SERVIÇOS EM COMUNICAÇÃO - SÃO PAULO|SP
0433|ISSO INTERNET E TELECOMUNICAÇÕES - CAIEIRAS|SP
0314|ITACEU TELECOM|SP
0425|ITEMNET PROVADOR DE INTERNET LTDA|SP
0288|JACAREI CABO S.A - JACAREI|SP
0401|KIKO BRASIL TELECOMUNICACOES LTDA|SP
0431|KYATERA INFORMATICA|SP
0444|MD BRASIL TECNOLOGIA DA INFORMAÇÃO - BEBEDOURO|SP
0441|MD BRASIL TELECOMUNICAÇÕES - BEBEDOURO|SP
0415|MENDESNET|SP
0342|NET AMERICANA|SP
0343|NET ARAÇATUBA|SP
0385|NET ARARAQUARA|SP
0344|NET ARARAS|SP
0345|NET ATIBAIA|SP
0255|NET BAURU LTDA.|SP
0346|NET BERTIOGA|SP
0319|NET BOTUCATU|SP
0347|NET BRAGANÇA PAULISTA|SP
0348|NET CAÇAPAVA|SP
0264|NET CAMPINAS S.A|SP
0349|NET CUBATÃO|SP
0350|NET DIADEMA|SP
0268|NET FRANCA S.A|SP
0351|NET GUARUJÁ|SP
0315|NET GUARULHOS I  (VILA PICANÇO)|SP
0317|NET GUARULHOS II  (VILA HILDA)|SP
0388|NET HORTOLÂNDIA|SP
0266|NET INDAIATUBA S.A|SP
0352|NET ITAPETININGA|SP
0353|NET JACAREÍ|SP
0321|NET JAÚ|SP
0354|NET JUNDIAÍ|SP
0355|NET LIMEIRA|SP
0318|NET MARILIA|SP
0356|NET MAUÁ|SP
0357|NET MOGI DAS CRUZES|SP
0358|NET MOGI-GUAÇU|SP
0359|NET MOGI-MIRIM|SP
0260|NET PIRACICABA LTDA.|SP
0360|NET PRAIA GRANDE|SP
0262|NET RIBEIRÃO PRETO S.A|SP
0361|NET RIO CLARO|SP
0362|NET SANTA BÁRBARA D'OESTE|SP
0363|NET SANTA BRANCA|SP
0364|NET SANTO ANDRÉ|SP
0252|NET SANTOS LTDA.|SP
0365|NET SÃO BERNARDO DO CAMPO|SP
0366|NET SÃO CAETANO DO SUL|SP
0265|NET SÃO CARLOS S.A|SP
0269|NET SÃO JOSÉ DO RIO PRETO S.A|SP
0367|NET SÃO JOSÉ DOS CAMPOS|SP
0251|NET SÃO PAULO LTDA.|SP
0368|NET SÃO VICENTE|SP
0320|NET SERTAOZINHO|SP
0144|NET SITE S.A.|SP
0253|NET SOROCABA LTDA.|SP
0389|NET SUMARÉ|SP
0316|NET VALINHOS|SP
0308|NET VIVAX - ITU|SP
0309|NET VIVAX - PINDAMONHANGABA|SP
0306|NET VIVAX S.A. - TAUBATÉ|SP
0089|NEXTEL TELECOMUNICAÇÕES LTDA.|SP
0427|ON TELECOMUNICAÇÕES LTDA - CAMPINAS|SP
0426|ONE CENTER SOLUTIONS - AVARÉ|SP
0166|PEGASUS|SP
0402|PORTO SEGURO TELECOMUNICAÇÕES|SP
0413|PROVEDOR SHOCK - CARAGUATATUBA|SP
0412|QUALIT MIDIA PAINEIS ELETRONICOS LTDA - ME CAÇAPAVA|SP
0300|SEISCENTOS E QUATORZE - TVG GUARULHOS S/A |SP
0299|SEISCENTOS E QUATORZE -TVP - JOÃO PESSOA S/A |SP
0303|SEISCENTOS E QUATORZE TVC INTERIOR S/A|SP
0379|SKY BRASIL SERVIÇOS LTDA|SP
0376|SPIN TELECOMUNICAÇÕES E REPRESENTAÇÕES LTDA|SP
0084|TELEFONICA EMPRESAS S.A|SP
0372|TELEFÔNICA SISTEMA DE TELEVISÃO S/A|SP
0118|TELEMAR SÃO PAULO|SP
0119|TELEMAR SÃO PAULO CORPORATIVO|SP
1029|TELESP - TELECOM. DE SÃO PAULO  |SP
0045|TELESP CELULAR|SP
0080|TELESP CELULAR - NOVA SISTEMÁTICA|SP
0159|TESS GSM|SP
0067|TESS S.A|SP
0109|TIM SÃO PAULO S.A|SP
0219|TNL PCS S/A - OI|SP
0120|TRANSIT DO BRASIL LTDA.|SP
0267|TV A CABO E COMUNICAÇÕES DE JUNDIAI S.A|SP
0302|TVC OESTE PAULISTA LTDA|SP
0437|ULTRAWAVE TELECOM EIRELI EPP - BAURU|SP
0393|VIPWAY TELECOMUNICAÇÕES LTDA |SP
0287|VIVAX S.A - AMERICANA|SP
0148|BRASIL TELECOM - FILIAL TOCANTINS|TO
0164|BRASIL TELECOM CELULAR - TOCANTINS|TO
0434|CST SERVIÇOS DE INTERNET (CONECTLAN SERVIÇOS DE INTERNET) - GURUPI|TO
0192|PEGASUS|TO
0116|TELEMAR TOCANTINS|TO
0117|TELEMAR TOCANTINS CORPORATIVO|TO
0085|TELETOCANTINS|TO
0220|TNL PCS S/A - OI|TO
0081|TOCANTINS CELULAR|TO
0297|CLARO REGIAO NORTE|
