CODIGO|NOME|ESTADO
0866|CAMPO FLORIDO|MG
0867|CAMPO FORMOSO|BA
0868|CAMPO GRANDE|MS
0869|CAMPO GRANDE|AL
0870|CAMPO LARGO|PR
0871|CAMPO LIMPO PAULISTA|SP
0872|CAMPO MAIOR|PI
0873|CAMPO MOURÃO|PR
0874|CAMPO NOVO|RS
0875|CAMPO NOVO DE RONDONIA|RO
0876|CAMPO NOVO DO PARECIS|MT
0877|CAMPO REDONDO|RN
0878|CAMPO VERDE|MT
0879|CAMPOS ALTOS|MG
0880|CAMPOS BELOS|GO
0881|CAMPOS BORGES|RS
0882|CAMPOS DO JORDÃO|SP
0883|CAMPOS  DOS GOYTACAZES|RJ
0884|CAMPOS GERAIS|MG
0885|CAMPOS LINDOS|TO
0886|CAMPOS NOVOS|SC
0887|CAMPOS NOVOS PAULISTA|SP
0888|CAMPOS SALES|CE
0889|CAMPOS VERDES|GO
0890|CAMUTANGA|PE
0891|CANA VERDE|MG
0892|CANAA|MG
0893|CANAMARI|AM
0894|CANANÉIA|SP
0895|CANAPI|AL
0896|CANAPOLIS|BA
0897|CANAPOLIS|MG
0898|CANARANA|BA
0899|CANARANA|MT
0900|CANAVIEIRA|PI
0901|CANAVIEIRAS|BA
0902|CANDEAL|BA
0903|CANDEIAS|MG
0904|CANDEIAS|BA
0905|CANDEIAS DO JAMARI|RO
0906|CANDELARIA|RS
0907|CANDIBA|BA
0908|CANDIDO DE ABREU|PR
0909|CANDIDO GODOI|RS
0910|CANDIDO MENDES|MA
0911|CÂNDIDO MOTA|SP
0912|CANDIDO RODRIGUES|SP
0913|CANDIDO SALES|BA
0914|CANDOI|PR
0915|CANELA|RS
0916|CANELINHA|SC
0917|CANGUARETAMA|RN
0918|CANGUCU|RS
0919|CANHOBA|SE
0920|CANHOTINHO|PE
0921|CANINDE|CE
0922|CANINDE DE SAO FRANCISCO|SE
0923|CANITAR|SP
0924|CANOAS |RS
0925|CANOINHAS|SC
0926|CANSANCAO|BA
0927|CANTAGALO|RJ
0928|CANTAGALO|PR
0929|CANTANHEDE|MA
0930|CANTO|PI
0931|CANTO DO BURITI|PI
0932|CANUDOS|BA
0933|CANUTAMA|AM
0934|CAPANEMA|PA
0935|CAPANEMA|PR
0936|CAPÃO BONITO|SP
0937|CAPÃO DA CANOA|RS
0938|CAPAO DO LEAO|RS
0939|CAPARAO|MG
0940|CAPELA|AL
0941|CAPELA|SE
0942|CAPELA DE SANTANA|RS
0943|CAPELA DO ALTO|SP
0944|CAPELA DO ALTO ALEGRE|BA
0945|CAPELA NOVA|MG
0946|CAPELINHA|MG
0947|CAPETINGA|MG
0948|CAPIM BRANCO|MG
0949|CAPIM GROSSO|BA
0950|CAPINOPOLIS|MG
0951|CAPINZAL|SC
0952|CAPISTRANO|CE
0953|CAPITAO DE CAMPOS|PI
0954|CAPITAO ENEAS|MG
0955|CAPITAO LEONIDAS MARQUES|PR
0956|CAPITAO POCO|PA
0957|CAPITOLIO|MG
0958|CAPIVARI|SP
0959|CAPOEIRAS|PE
0960|CAPUTIRA|MG
0961|CARACARAI|RR
0962|CARACOL|MS
0963|CARACOL|PI
0964|CARAGUATATUBA|SP
0965|CARAI|MG
0966|CARAIBAS|BA
0967|CARAMBEI|PR
0968|CARANAIBA|MG
0969|CARANDAI|MG
0970|CARANGOLA|MG
0971|CARAPICUIBA|SP
0972|CARATINGA|MG
0973|CARAUARI|AM
0974|CARAUBAS|RN
0975|CARAUBAS|PB
0976|CARAVELAS|BA
0977|CARAZINHO|RS
0978|CARBONITA|MG
0979|CARDEAL DA SILVA|BA
0980|CARDOSO|SP
0981|CARDOSO MOREIRA|RJ
0982|CAREACU|MG
0983|CAREIO|AM
0984|CAREIRO DA VARZEA|AM
0985|CARIACICA|ES
0986|CARIDADE|CE
0987|CARIDADE|PI
0988|CARINHANHA|BA
0989|CARIRA|SE
0990|CARIRE|CE
0991|CARIRI DO TOCANTINS|TO
0992|CARIRIACU|CE
0993|CARIUS|CE
0994|CARLOPOLIS|PR
0995|CARLOS BARBOSA|RS
0996|CARLOS CHAGAS|MG
0997|CARMESIA|MG
0998|CARMO|RJ
0999|CARMO DA CACHOEIRA|MG
1000|CARMO DA MATA|MG
1001|CARMO DE MINAS|MG
1002|CARMO DO CAJURU|MG
1003|CARMO DO PARANAIBA|MG
1004|CARMO DO RIO CLARO|MG
1005|CARMO DO RIO VERDE|GO
1006|CARMOLANDIA|TO
1007|CARMOLANDIA|GO
1008|CARMOPOLIS|SE
1009|CARMOPOLIS DE MINAS|MG
1010|CARNAIBA|PE
1011|CARNAUBA DOS DANTAS|RN
1012|CARNAUBAIS|RN
1013|CARNAUBAL|CE
1014|CARNEIROS|AL
1015|CAROLINA|MA
1016|CARPINA|PE
1017|CARRANCAS|MG
1018|CARRAPATEIRA|PB
1019|CARUARU|PE
1020|CARUTAPERA|MA
1021|CARVALHOPOLIS|MG
1022|CARVALHOS|MG
1023|CASA BRANCA|SP
1024|CASA GRANDE|MG
1025|CASA NOVA|BA
1026|CASCA|RS
1027|CASCALHO RICO|MG
1028|CASCAVEL|PR
1029|CASCAVEL|CE
1030|CASEARA|TO
1031|CASEIROS|RS
1032|CASIMIRO DE ABREU|RJ
1033|CASINHA DO HOMEM|PB
1034|CASSIA|MG
1035|CASSIA DOS COQUEIROS|SP
1036|CASSILANDIA|MS
1037|CASTANHAL|PA
1038|CASTANHEIRA|MT
1039|CASTANHEIRAS|RO
1040|CASTELO|ES
1041|CASTELO DO PIAUI|PI
1042|CASTILHO|SP
1043|CASTRO|PR
1044|CASTRO ALVES|BA
1045|CATAGUASES|MG
1046|CATALAO|GO
1047|CATANDUVA|SP
1048|CATANDUVAS|PR
1049|CATANDUVAS|SC
1050|CATARINA|CE
1051|CATAS ALTAS DA NORUGA|MG
1052|CATENDE|PE
1053|CATINGUA|SP
1054|CATINGUEIRA|PB
1055|CATOLANDIA|BA
1056|CATOLE DO ROCHA|PB
1057|CATU|BA
1058|CATUIPE|RS
1059|CATURAI|GO
1060|CATURAMA|BA
1061|AUTARQUIA MUNICIPAL DE TRANSITO DE CAUCAIA|CE
1062|CAVALCANTE|GO
1063|CAXAMBU|MG
1064|CAXAMBU DO SUL|SC
1065|CAXIAS|MA
1066|CAXIAS DO SUL|RS
1067|CEARA-MIRIM|RN
1068|CEDRAL|MA
1069|CEDRAL|SP
1070|CEDRO|PE
1071|CEDRO|CE
1072|CEDRO DE SAO JOAO|SE
1073|CEDRO DO ABAETE|MG
1074|CELSO RAMOS|SC
1075|CENTENARIO|TO
1076|CENTENARIO DO SUL|PR
1077|CENTRAL|BA
1078|CENTRAL DE MINAS|MG
1079|CENTRALINA|MG
1080|CEREJEIRAS|RO
1081|CERES|GO
1082|CERQUEIRA CESAR|SP
1083|CERQUILHO|SP
1084|CERRO AZUL|PR
1085|CERRO BRANCO|RS
1086|CERRO CORA|RN
1087|CERRO GRANDE|RS
1088|CERRO GRANDE DO SUL|RS
1089|CERRO LARGO|RS
1090|CESARIO LANGE|SP
1091|CEU AZUL|PR
1092|CEZARINA|GO
1093|CHA DE ALEGRIA|PE
1094|CHA GRANDE|PE
1095|CHA PRETA|AL
1096|CHACARA|MG
1097|CHALE|MG
1098|CHAPADA|RS
1099|CHAPADA DO NORTE|MG
1100|CHAPADA DOS GUIMARÃES|MT
1101|CHAPADAO DO SUL|MS
1102|CHAPADINHA|MA
1103|CHAPECÓ|SC
1104|CHARQUEADA|SP
1105|CHARQUEADAS|RS
1106|CHAVAL|CE
1107|CHAVES|PA
1108|CHIADOR|MG
1109|CHIAPETA|RS
1110|CHOPINZINHO|PR
1111|CHOROZINHO|CE
1112|CHORROCHO|BA
1113|CIANORTE|PR
1114|CICERO DANTAS|BA
1115|CIDADE GAUCHA|PR
1116|CIDADE NOVA|PB
1117|CIDREIRA|RS
1118|CIPO|BA
1119|CIPOTANEA|MG
1120|CIRIACO|RS
1121|CLARAVAL|MG
1122|CLARO DOS POCOES|MG
1123|CLAUDIA|MT
1124|CLAUDIO|MG
1125|CLEMENTINA|SP
1126|CLEVELÂNDIA|PR
1127|COROACI|BA
1128|COARI|AM
1129|COCAL|PI
1130|COCAL DO SUL|SC
1131|COCALINHO|MT
1132|COCOS|BA
1133|CODAJAS|AM
1134|CODO|MA
1135|COELHO NETO|MA
1136|COIMBRA|MG
1137|COITE DO NOIA|AL
1138|COIVARA|PI
1139|COLARES|PA
1140|COLATINA|ES
1141|COLIDER|MT
1142|COLINA|SP
1143|COLINAS|MA
1144|COLINAS DO SUL|GO
1145|COLINAS DO TOCANTINS|TO
1146|COLMEIA|TO
1147|COLOMBIA|SP
1148|COLOMBO|PR
1149|COLONIA LEOPOLDINA|AL
1150|COLORADO|PR
1151|COLORADO|RS
1152|COLORADO DO OESTE|RO
1153|COLUNA|MG
1154|COMBINADO|TO
1155|COMENDADOR GOMES|MG
1156|COMERCINHO|MG
1157|COMODORO|MT
1158|CONCEICAO|PB
1159|CONCEICAO DA APARECIDA|MG
1160|CONCEICAO DA BARRA|ES
1161|CONCEICAO DA BARRA DE MINAS|MG
1162|CONCEICAO DA FEIRA|BA
1163|CONCEICAO DAS ALAGOAS|MG
1164|CONCEICAO DAS PEDRAS|MG
1165|CONCEICAO DE IPANEMA|MG
1166|CONCEICAO DE MACABU|RJ
1167|CONCEICAO DO ALAMEIDA|BA
1168|CONCEICAO DO ARAGUAIA|PA
1169|CONCEICAO DO CANINDE|PI
1170|CONCEICAO DO CASTELO|ES
1171|CONCEICAO DO COITE|BA
1172|CONCEICAO DO JACUIPE|BA
1173|CONCEICAO DO MATO DENTRO|MG
1174|CONCEICAO DO PARA|MG
1175|CONCEICAO DO RIO VERDE|MG
1176|CONCEICAO DO TOCANTINS|TO
1177|CONCEICAO DOS OUROS|MG
1178|CONCHAL|SP
1179|CONCHAS|SP
1180|CONCORDIA|SC
1181|CONCORDIA DO PARA|PA
1182|CONDADO|PE
1183|CONDADO|PB
1184|CONDE|BA
1185|CONDE|PB
1186|CONDEUBA|BA
1187|CONDOR|RS
1188|CONGO|PB
1189|CONGONHAL|MG
1190|CONGONHAS|MG
1191|CONGONHAS DO NORTE|MG
1192|CONGONHINHAS|PR
1193|CONQUISTA|MG
1194|CONSELHEIRO LAFAIETE|MG
1195|CONSELHEIRO MAIRINCK|PR
1196|CONSELHEIRO PENA|MG
1197|CONSOLACAO|MG
1198|CONSTANTINA|RS
1199|TRANSCON - AUTARQUIA MUNICIPAL DE TRANSITO E TRANSPORTES DE CONTAGEM|MG
1200|CONTENDA|PR
1201|CONTENDAS DO SINCORA|BA
1202|COQUEIRAL|MG
1203|COQUEIRO SECO|AL
1204|CORACAO DE JESUS|MG
1205|CORACAO DE MARIA|BA
1206|CORBELIA|PR
1207|CORDEIRO|RJ
1208|CORDEIROPOLIS|SP
1209|CORDEIROS|BA
1210|CORDISBURGO|MG
1211|CORDISLANDIA|MG
1212|COREAU|CE
1213|COREMAS|PB
1214|CORGUINHO|MS
1215|CORIBE|BA
1216|CORINTO|MG
1217|CORNÉLIO PROCÓPIO|PR
1218|COROACI|MG
1219|COROADOS|SP
1220|COROATA|MA
1221|COROMANDEL|MG
1222|CORONEL BICACO|RS
1223|CORONEL EZEQUIEL|RN
1224|CORONEL FABRICIANO|MG
1225|CORONEL FREITAS|SC
1226|CORONEL JOAO PESSOA|RN
1227|CORONEL JOAO SA|BA
1228|CORONEL JOSE DIAS|PI
1229|CORONEL MACEDO|SP
1230|CORONEL MAIA|PB
1231|CORONEL MURTA|MG
1232|CORONEL PACHECO|MG
1233|CORONEL SAPUCAIA|MS
1234|CORONEL VIVIDA|PR
1235|CORONEL XAVIER CHAVES|MG
1236|CORREGO DANTA|MG
1237|CORREGO DO BOM JESUS|MG
1238|CORREGO DO OURO|GO
1239|CORREGO NOVO|MG
1240|CORREIA PINTO|SC
1241|CORRENTE|PI
1242|CORRENTES|PE
1243|CORRENTINA|BA
1244|CORTES|PE
1245|CORUMBÁ|MS
1246|CORUMBA DE GOIAS|GO
1247|CORUMBAIBA|GO
1248|CORUMBATAI|SP
1249|CORUMBATAI DO SUL|PR
1250|CORUMBIARA|RO
1251|CORUPA|SC
1252|CORURIPEE|AL
1253|COSMÓPOLIS|SP
1254|COSMORAMA|SP
1255|COSTA MARQUES|RO
1256|COSTA RICA|MS
1257|COTEGIPE|BA
1258|COTIA|SP
1259|COTIPORA|RS
1260|COUTO MAGALHÃES|TO
1261|COUTO MAGALHÃES DE MINAS|MG
1262|COXIM|MS
1263|CRAIBAS|AL
1264|CRATEUS|CE
1265|DEPARTAMENTO MUNICIPAL DE TRANSITO E TRANSPORTE - CRATO |CE
1266|CRAVINHOS|SP
1267|CRAVOLANDIA|BA
1268|CRICIUMA|SC
1269|CRISOPOLIS|BA
1270|CRISSIUMAL|RS
1271|CRISTAIS|MG
1272|CRISTAIS PAULISTA|SP
1273|CRISTAL|RS
1274|CRISTALANDIA|TO
1275|CRISTALANDIA DO PIAUI|PI
1276|CRISTALIA|MG
1277|CRISTALINA|GO
1278|CRISTIANO OTONI|MG
1279|CRISTIANOPOLIS|GO
1280|CRISTINA|MG
1281|CRISTINAPOLIS|SE
1282|CRISTINO CASTRO|PI
1283|CRISTOPOLIS|BA
1284|CRIXAS|GO
1285|CROATA|CE
1286|CROMINIA|GO
1287|CRUCILANDIA|MG
1288|CRUZ|CE
1289|CRUZ ALTA|RS
1290|CRUZ DAS ALMAS|BA
1291|CRUZ DO ESPIRITO SANTO|PB
1292|CRUZ MACHADO|PR
1293|CRUZALIA|SP
1294|CRUZEIRO|SP
1295|CRUZEIRO DA FORTALEZA|MG
1296|CRUZEIRO DO IGUAÇU|PR
1297|CRUZEIRO DO OESTE|PR
1298|CRUZEIRO DO SUL|RS
1299|CRUZEIRO DO SUL|PR
1300|CRUZEIRO DO SUL|AC
1301|CRUZETA|RN
1302|CRUZILIA|MG
1303|COMPANHIA MUNICIPAL DE TRANSITO DE CUBATAO|SP
1304|CUBATI|PB
1305|CUIABA|MT
1306|CUITE|PB
1307|CUITE DE MAMANGUAPE|PB
1308|CUITEGI|PB
1309|CUMARI|GO
1310|CUMARU|PE
1311|CUMBE|SE
1312|CUNHA|SP
1313|CUNHA PORA|SC
1314|CUPIRA|PE
1315|CUPISSURA|PB
1316|CURACA|BA
1317|CURIMATA|PI
1318|CURIONOPOLIS|PA
1319|CURITIBA|PR
1320|CURITIBANOS|SC
1321|CURIUVA|PR
1322|CURRAIS NOVOS|RN
1323|CURRAL DE CIMA|PB
1324|CURRAL NOVO|PI
1325|CURRAL VELHO|PB
1326|CURRALINHO|PA
1327|CURRALINHOS|PI
1328|CURUCA|PA
1329|CURURUPU|MA
1330|CURVELO|MG
1331|CUSTODIA|PE
1332|DAMIANOPOLIS|GO
1333|DAMOLANDIA|GO
1334|DARCINOPOLIS|TO
1335|DARIO MEIRA|BA
1336|DATAS|MG
1337|DAVID CANABARRO|RS
1338|DAVINOPOLIS|GO
1339|DELFIM MOREIRA|MG
1340|DELFINOPOLIS|MG
1341|DELMIRO GOUVEIA|AL
1342|DEMERVAL LOBAO|PI
1343|DENISE|MT
1344|DEODAPOLIS|MS
1345|DEPUTADO IRAPUAN PINHEIRO|CE
1346|DESCALVADO|SP
1347|DESCANSO|SC
1348|DESCOBERTO|MG
1349|DESTERRO|PB
1350|DESTERRO DE ENTRE RIOS|MG
1351|DESTERRO DE MALTA|PB
1352|DESTERRO DO MELO|MG
1353|DEZESSEIS DE NOVEMBRO|RS
1354|DIADEMA|SP
1355|DIAMANTE|PB
1356|DIAMANTE D'OESTE|PR
1357|DIAMANTE DO NORTE|PR
1358|DIAMANTE DO SUL|PR
1359|DIAMANTINA|MG
1360|DIAMANTINO|MT
1361|DIANOPOLIS|TO
1362|DIAS D'AVILA|BA
1363|DIOGO DE VASCONCELOS|MG
1364|DIONISIO|MG
1365|DIONISIO CERQUEIRA|SC
1366|DIORAMA|GO
1367|DIRCE REIS|SP
1368|DIRCEU ARCOVERDE|PI
1369|DIVINA PASTORA|SE
1370|DIVINESIA|MG
1371|DIVINO|MG
1372|DIVINO DAS LARANJEIRAS|MG
1373|DIVINO DE SAO LOURENCO|ES
1374|DIVINOLANDIA|SP
1375|DIVINOLANDIA DE MINAS|MG
1376|DIVINOPOLIS|MG
1377|DIVINOPOLIS DE GOIÁS|GO
1378|DIVINOPOLIS DO TOCANTINS|TO
1379|DIVISA NOVA|MG
1380|DOBRADA|SP
1381|DOIS CORREGOS|SP
1382|DOIS IRMÃOS|RS
1383|DOIS IRMÃOS DO BURITI|MS
1384|DOIS IRMÃOS DO TOCANTINS|TO
1385|DOIS LAJEADOS|RS
1386|DOIS RIACHOS|AL
1387|DOIS VIZINHOS|PR
1388|DOLCINOPOLIS|SP
1389|DOM AQUINO|MT
1390|DOM BASILIO|BA
1391|DOM CAVATI|MG
1392|DOM ELISEU|PA
1393|DOM EXPEDITO LOPES|PI
1394|DOM FELICIANO|RS
1395|DOM INOCÊNCIA|PI
1396|DOM JOAQUIM|MG
1397|DOM MACEDO COSTA|BA
1398|DOM PEDRITO|RS
1399|DOM PEDRO|MA
1400|DOM SILVERIO|MG
1401|DOM VICOSO|MG
1402|DOMELIA|SP
1403|DOMINGOS MARTINS|ES
1404|DOMINGOS MOURÃO|PI
1405|DONA EMMA|SC
1406|DONA EUZÉBIA|MG
1407|DONA FRANCISCA|RS
1408|DONA INÊS|PB
1409|VARGEM ALEGRE|MG
1410|DORES DE GUANHARES|MG
1411|DORES DO INDAIA|MG
1412|DORES DO RIO PRETO|ES
1413|DORES DO TURVO|MG
1414|DORESOPOLIS|MG
1415|DOURADINA|MS
1416|DOURADINA|PR
1417|DOURADO|SP
1418|DOURADOQUARA|MG
1419|DOURADOS|MS
1420|DOUTOR ANTÔNIO PARANHOS|PR
1421|DOUTOR CAMARGO|PR
1422|DOUTOR MAURÍCIO CARDOSO|RS
1423|DOUTOR PEDRINHO|SC
1424|DOUTOR SEVERIANO|RN
1425|DOVERLANDIA|GO
1426|DRACENA|SP
1427|DUARTINA|SP
1428|DUAS BARRAS|RJ
1429|DUAS ESTRADAS|PB
1430|DUERE|TO
1431|DUMONT|SP
1432|DUQUE BACELAR|MA
1433|DUQUE DE CAXIAS|RJ
1434|DURVAL LIRA|PB
1435|ECHAPORA|SP
1436|ECOPORANGA|ES
1437|EDEALINA|GO
1438|EDEIA|GO
1439|EIRUNEPE|AM
1440|ELDORADO|MS
1441|ELDORADO|SP
1442|ELDORADO DO SUL|RS
1443|ELESBAO VELOSO|PI
1444|ELIAS FAUSTO|SP
1445|ELISEU MARTINS|PI
1446|ELISIO MEDRADO|BA
1447|ELOI MENDES|MG
1448|EMAS|PB
1449|EMBAUBA|SP
1450|SECRETARIA DE TRANSITO E TRANSPORTE DE EMBU DAS ARTES|SP
1451|EMBU-GUACU|SP
1452|EMILIANOPOLIS|SP
1453|ENCANTADO|RS
1454|ENCANTADO DO OESTE|PR
1455|ENCANTO|RN
1456|ENCRUZILHADA|BA
1457|ENCRUZILHADA DO SUL|RS
1458|ENEAS MARQUES|PR
1459|ENGENHEIRO AVIDOS|PB
1460|ENGENHEIRO BELTRÃO|PR
1461|ENGENHEIRO CALDAS|MG
1462|ENGENHEIRO COELHO|SP
1463|ENGENHEIRO NAVARRO|MG
1464|ENGENHEIRO PAULO DE FRONTIN|RJ
1465|ENTRE RIOS|BA
1466|ENTRE RIOS DE MINAS|MG
1467|ENTRE RIOS DO OESTE|PR
1468|ENTRE RIOS DO SUL|RS
1469|ENTRE-IJUIS|RS
1470|ENVIRA|AM
1471|EQUADOR|RN
1472|EREBANGO|RS
1473|ERECHIM|RS
1474|ERERE|CE
1475|ERICO CARDOSO|BA
1476|ERNESTINA|RS
1477|ERVAL|RS
1478|ERVAL GRANDE|RS
1479|ERVAL SECO|RS
1480|ERVAL VELHO|SC
1481|ERVÁLIA|MG
1482|ESCADA|PE
1483|ESMERALDA|RS
1484|ESMERALDAS|MG
1485|ESPERA FELIZ|MG
1486|ESPERANCA|PB
1487|ESPERANTINA|PI
1488|ESPERANTINA|TO
1489|ESPERANTINOPOLIS|MA
1490|ESPIGAO D'OESTE|RO
1491|ESPINOSA|MG
1492|ESPIRITO SANTO|RN
1493|ESPIRITO SANTO |PI
1494|ESPIRITO SANTO DO DOURADO|MG
1495|ESPIRITO SANTO DO PINHAL|SP
1496|ESPIRITO SANTO DO TURVO|SP
1497|ESPLANADA|BA
1498|ESPUMOSO|RS
1499|ESTACAO|RS
1500|ESTANCIA|SE
1501|ESTANCIA VELHA|RS
1502|ESTEIO|RS
1503|ESTIRAO DO EQUADOR|AM
1504|ESTIVA|MG
1505|ESTIVA GERBI|SP
1506|ESTREITO|MA
1507|ESTRELA|RS
1508|ESTRELA D'OESTE|SP
1509|ESTRELA DALVA|MG
1510|ESTRELA DO INDAIA|MG
1511|ESTRELA DO NORTE|SP
1512|ESTRELA DO NORTE|GO
1513|ESTRELA DO SUL|MG
1514|EUCLIDES DA CUNHA|BA
1515|EUCLIDES DA CUNHA PAULISTA|SP
1516|EUGENIO DE CASTRO|RS
1517|EUGENOPOLIS|MG
1518|EUNAPOLIS|BA
1519|AUTARQUIA MUNICIPAL DE TRANSITO DE EUSEBIO|CE
1520|EWBANK DA CAMARA|MG
1521|EXTREMA|MG
1522|EXTREMA DE RONDONIA|RO
1523|EXTREMOZ|RN
1524|EXU|PE
1525|FAXINAL DOS GUEDES|SC
1526|FAGUNDES|PB
1527|FAGUNDES VARELA|RS
1528|FAINA|GO
1529|FAMA|MG
1530|FARIA LEMOS|MG
1531|FARIAS BRITO|CE
1532|FARO|PA
1533|FAROL|PR
1534|FARROUPILHA|RS
1535|FARTURA|SP
1536|FARTURA|PI
1537|FATIMA|TO
1538|FATIMA|BA
1539|FATIMA DO SUL|MS
1540|FAXINAL|PR
1541|FAXINAL DO SOTURNO|RS
1542|FAXINALZINHO|RS
1543|FAZENDA NOVA|GO
1544|FAZENDA RIO GRANDE|PR
1545|FEIJO|AC
1546|FEIRA DA MATA|BA
1547|FEIRA DE SANTANA|BA
1548|FEIRA GRANDE|AL
1549|FEIRA NOVA|PE
1550|FEIRA NOVA|SE
1551|FELICIO DOS SANTOS|MG
1552|FELIPE GUERRA|RN
1553|FELISBURGO|MG
1554|FELIXLANDIA|MG
1555|FELIZ|RS
1556|FELIZ DESERTO|AL
1557|FENIX|PR
1558|FERNANDES TOURINHO|MG
1559|FERNANDO DE NORONHA|PE
1560|FERNANDO PRESTES|SP
1561|FERNANDOPOLIS|SP
1562|FERRAZ DE VASCONCELOS|SP
1563|FERREIRA GOMES|AP
1564|FERREIROS|PE
1565|FERROS|MG
1566|FIGUEIRA|PR
1567|FIGUEIROPOLIS|TO
1568|FIGUEIROPOLIS D'OESTE|MT
1569|FILADELFIA|TO
1570|FILADELFIA|BA
1571|FIRMINO ALVES|BA
1572|FIRMINOPOLIS|GO
1573|FLEXEIRAS|AL
1574|FLOR DA SERRA DO SUL|PR
1575|FLORA RICA|SP
1576|FLORAI|PR
1577|FLORANIA|RN
1578|FLOREAL|SP
1579|FLORES|PE
1580|FLORES DA CUNHA|RS
1581|FLORES DE GOIÁS|GO
1582|FLORES DO PIAUÍ|PI
1583|FLORESTA|PE
1584|FLORESTA|PR
1585|FLORESTA AZUL|BA
1586|FLORESTAL|MG
1587|FLORESTOPOLIS|PR
1588|FLORIANO|PI
1589|FLORIANOPOLIS|SC
1590|FLORIDA|PR
1591|FLORIDA PAULISTA|SP
1592|FLORINIA|SP
1593|FONTE BOA|AM
1594|FONTOURA XAVIER|RS
1595|FORMIGA|MG
1596|FORMIGUEIRO|RS
1597|FORMOSA|GO
1598|FORMOSA DO OESTE|PR
1599|FORMOSA DO RIO PRETO|BA
1600|FORMOSO|GO
1601|FORMOSO|MG
1602|FORMOSO DO ARAGUAIA|TO
1603|FORQUILHA|CE
1604|FORQUILHINHA|SC
1605|AUTARQUIA MUNICIPAL DE TRANSITO E CIDADANIA DE FORTALEZA|CE
1606|FORTALEZA DE MINAS|MG
1607|FORTALEZA DO TABOCÃO|TO
1608|FORTALEZA DOS NOGUEIRAS|MA
1609|FORTALEZA DOS VALOS|RS
1610|FORTUNA|MA
1611|FORTUNA DE MINAS|MG
1612|FOZ DO IGUACU|PR
1613|FRAIBURGO|SC
1614|WENCESLAU BRAZ|PR
1615|FRANCINOPOLIS|PI
1616|FRANCISCO ALVES|PR
1617|FRANCISCO AYRES|PI
1618|FRANCISCO BADARO|MG
1619|FRANCISCO BELTRÃO|PR
1620|FRANCISCO DANTAS|RN
1621|FRANCISCO DUMONT|MG
1622|FRANCISCO MORATO|SP
1623|FRANCISCO SÁ|MG
1624|FRANCISCO SANTOS|PI
1625|FRANCO DA ROCHA|SP
1626|FRECHEIRINHA|CE
1627|FREDERICO WESTPHALEN|RS
1628|FREI GASPAR|MG
1629|FREI  INOCÊNCIO|MG
1630|FREI MARTINHO|PB
1631|FREI MIGUELINHO|PE
1632|FREI PAULO|SE
1633|FRONTEIRA|MG
1634|FRONTEIRA DOS VALES|MG
1635|FRONTEIRAS|PI
1636|FRUTAL|MG
1637|FRUTUOSO GOMES|RN
1638|FUNDAO|ES
1639|FUNILANDIA|MG
1640|GABRIEL MONTEIRO|SP
1641|GADO BRAVO|PB
1642|GALIA|SP
1643|GALILEIA|MG
1644|GALINHOS|RN
1645|GALVAO|SC
1646|GAMELEIRA|PE
1647|GAMELEIRA|PB
1648|GANDU|BA
1649|GARANHUNS|PE
1650|GARARU|SE
1651|GARCA|SP
1652|GARIBALDI|RS
1653|GAROPABA|SC
1654|GARRAFAO DO NORTE|PA
1655|GARUVA|SC
1656|GASPAR|SC
1657|GASTAO VIDIGAL|SP
1658|GAURAMA|RS
1659|GAVIAO|BA
1660|GENERAL CAMARA|RS
1661|GENERAL CARNEIRO|MT
1662|GENERAL CARNEIRO|PR
1663|GENERAL MAYNARD|SE
1664|GENERAL SALGADO|SP
1665|GENERAL SAMPAIO|CE
1666|GENTIO DO OURO|BA
1667|GETULINA|SP
1668|GETULIO VARGAS|RS
1669|GILBUES|PI
1670|GIRAU DO PONCIANO|AL
1671|GIRUA|RS
1672|GLICERIO|SP
1673|GLORIA|BA
1674|GLORIA DE DOURADOS|MS
1675|GLORIA DO GOITA|PE
1676|GLORINHA|RS
1677|GODOFREDO VIANA|MA
1678|GODOY MOREIRA|PR
1679|GOIANA|PE
1680|GOIANAPOLIS|GO
1681|GOIANDIRA|GO
1682|GOIANESIA|GO
1683|GOIANIA|GO
1684|GOIANINHA|RN
1685|GOIANIRA|GO
1686|GOIANORTE|TO
1687|GOIAS|GO
1688|GOIATINS|TO
1689|GOIATUBA|GO
1690|GOIOERÊ|PR
1691|GONCALVES|MG
1692|GONCALVES DIAS|MA
1693|GONGOGI|BA
1694|GONZAGA|MG
1695|GOUVEA|MG
1696|GOUVELANDIA|GO
1697|GOVERNADOR ARCHER|MA
1698|GOVERNADOR CELSO RAMOS|SC
1699|GOVERNADOR DIX-SEPT ROSADO|RN
1700|GOVERNADOR EUGENIO BARROS|MA
1701|GOVERNADOR JORGE TEIXEIRA|RO
1702|GOVERNADOR MANGABEIRA|BA
1703|GOVERNADOR VALADARES|MG
1704|GRACA|CE
1705|GRACA ARANHA|MA
1706|GRACHO CARDOSO|SE
1707|GRAJAU|MA
1708|GRAMADO|RS
1709|GRANDES RIOS|PR
1710|GRANITO|PE
1711|GRANJA|CE
1712|GRANJEIRO|CE
1713|GRAO MOGOL|MG
1714|GRAO PARA|SC
1715|GRAVATA|PE
1716|GRAVATAI|RS
1717|GRAVATAL|SC
1718|GROAIRAS|CE
1719|GROSSOS|RN
1720|GRUPIARA|MG
1721|GUABIJU|RS
1722|GUABIRUBA|SC
